4.5;-0.0;0f;3.141592653589793;0.0
4.497439999935627;3.135096021452238E-19;0f;3.141592653589793;0.06400000303983688
4.489760480619818;7.657182538754866E-5;0f;3.1236406958115768;0.12800000607967377
4.476961099809258;1.8382310750894788E-4;0f;3.141592653589793;0.19200000911951065
4.459041099358647;1.8382310750895007E-4;0f;3.141592653589793;0.25600001215934753
4.43600109877929;1.838231075089529E-4;0f;3.141592653589793;0.3200000151991844
4.407841098071186;1.8382310750895633E-4;0f;3.141592653589793;0.3840000182390213
4.374561097234337;1.838231075089604E-4;0f;3.141592653589793;0.4480000212788582
4.336161096268742;1.838231075089651E-4;0f;3.141592653589793;0.5120000243186951
4.2926410951744005;1.8382310750897043E-4;0f;3.141592653589793;0.576000027358532
4.244001093951313;1.838231075089764E-4;0f;3.141592653589793;0.6400000303983688
4.19024109259948;1.8382310750898298E-4;0f;3.141592653589793;0.7040000334382057
4.131361091118901;1.838231075089902E-4;0f;3.141592653589793;0.7680000364780426
4.067361089509576;1.8382310750899802E-4;0f;3.141592653589793;0.8320000395178795
3.9982410877715044;1.8382310750900648E-4;0f;3.141592653589793;0.8960000425577164
3.924001085904687;1.8382310750901556E-4;0f;3.141592653589793;0.9600000455975533
3.8446410839091234;1.838231075090253E-4;0f;3.141592653589793;1.0240000486373901
3.760161081784814;1.8382310750903564E-4;0f;3.141592653589793;1.088000051677227
3.6705610795317587;1.8382310750904662E-4;0f;3.141592653589793;1.152000054717064
3.5758410827957094;1.8382310750905822E-4;0f;3.141592653589793;1.2160000577569008
3.4760010802851617;1.8382310750907044E-4;0f;3.141592653589793;1.2800000607967377
3.3710410776458684;1.838231075090833E-4;0f;3.141592653589793;1.3440000638365746
3.260961074877829;1.8382310750909676E-4;0f;3.141592653589793;1.4080000668764114
3.145761071981043;1.8382310750911086E-4;0f;3.141592653589793;1.4720000699162483
3.0254410689555113;1.838231075091256E-4;0f;3.141592653589793;1.5360000729560852
2.9000010732780406;1.8382310750914097E-4;0f;3.141592653589793;1.600000075995922
2.7694410777769995;1.8382310750915696E-4;0f;3.141592653589793;1.664000079035759
2.6337610743652298;1.8382310750917358E-4;0f;3.141592653589793;1.7280000820755959
2.492961070824714;1.8382310750919082E-4;0f;3.141592653589793;1.7920000851154327
2.3470410671554522;1.8382310750920868E-4;0f;3.141592653589793;1.8560000881552696
2.1960010633574445;1.8382310750922717E-4;0f;3.141592653589793;1.9200000911951065
2.0398410594306906;1.838231075092463E-4;0f;3.141592653589793;1.9840000942349434
1.878561064988228;1.8382310750926606E-4;0f;3.141592653589793;2.0480000972747803
1.7121610608039821;1.8382310750928644E-4;0f;3.141592653589793;2.112000100314617
1.5406410564909903;1.8382310750930745E-4;0f;3.141592653589793;2.176000103354454
1.3640010520492523;1.8382310750932908E-4;0f;3.141592653589793;2.240000106394291
1.1822410474787683;1.8382310750935133E-4;0f;3.141592653589793;2.304000109434128
0.9953610427795383;1.838231075093742E-4;0f;3.141592653589793;2.3680001124739647
0.8033610379515623;1.838231075093977E-4;0f;3.141592653589793;2.4320001155138016
0.6062410329948402;1.8382310750942186E-4;0f;3.141592653589793;2.4960001185536385
0.40400102790937215;1.8382310750944664E-4;0f;3.141592653589793;2.5600001215934753
0.19664103505477748;1.8382310750947203E-4;0f;3.141592653589793;2.6240001246333122
-0.015838957623387412;1.8382310750949805E-4;0f;3.141592653589793;2.688000127673149
-0.23343896309509357;1.838231075095247E-4;0f;3.141592653589793;2.752000130712986
-0.45615896869554573;1.8382310750955197E-4;0f;3.141592653589793;2.816000133752823
-0.6839989744247439;1.8382310750957986E-4;0f;3.141592653589793;2.8800001367926598
-0.9169589663971898;1.838231075096084E-4;0f;3.141592653589793;2.9440001398324966
-1.15503897238388;1.8382310750963756E-4;0f;3.141592653589793;3.0080001428723335
-1.3982389784993163;1.8382310750966735E-4;0f;3.141592653589793;3.0720001459121704
